iter	MultiClass
163	0.4893653767
164	0.4886725499
165	0.488305085
166	0.4879558859
167	0.4875872154
168	0.4873286631
169	0.486765837
170	0.4862696264
171	0.4859453946
172	0.485704922
173	0.4851348638
174	0.4845824556
175	0.4838091974
176	0.4833054899
177	0.4828734752
178	0.4824441854
179	0.4818706573
180	0.4815889241
181	0.4811787973
182	0.4807479037
183	0.4802569502
184	0.4799000071
185	0.479250008
186	0.4790177958
187	0.4786158527
188	0.4782098934
189	0.4777987723
190	0.4775968538
191	0.4770977138
192	0.4768308311
193	0.4764202459
194	0.4759857472
195	0.4751989136
196	0.4747886827
197	0.4744441916
198	0.473958364
199	0.473604836
200	0.4733424158
201	0.4728742716
202	0.4725026619
203	0.4720499766
204	0.4714059613
205	0.4708266784
206	0.4703882278
207	0.4699101851
208	0.4695980301
209	0.4692275419
210	0.4688785519
211	0.4684780664
212	0.4681203267
213	0.4677808156
214	0.4673544472
215	0.4669316762
216	0.4666148627
217	0.4662851987
218	0.4657429424
219	0.4654133462
220	0.4648851261
221	0.464469868
222	0.4638419438
223	0.4635158576
224	0.4631989915
225	0.4630069245
226	0.4628306487
227	0.4625007896
228	0.4622636721
229	0.4619766646
230	0.4617317811
231	0.4614268992
232	0.4610768131
233	0.4608571568
234	0.4606100643
235	0.4602715947
236	0.4600129319
237	0.4596234428
238	0.4593154631
239	0.4588491503
240	0.4585783478
241	0.458150157
242	0.4578756167
243	0.4576043848
244	0.45736082
245	0.4569755946
246	0.4567123373
247	0.4563188997
248	0.4560359744
249	0.4557880447
250	0.4554536314
251	0.4550328629
252	0.4545953209
253	0.4543762529
254	0.4540245795
255	0.4535160304
256	0.4531409497
257	0.4527211867
258	0.4524573493
259	0.4523141941
260	0.4521191042
261	0.4518012052
262	0.4515652588
263	0.451253642
264	0.4510131049
265	0.4506415222
266	0.4503469519
267	0.4501321161
268	0.4497816336
269	0.4493733736
270	0.4490202335
271	0.4488130277
272	0.4485052106
273	0.4480804612
274	0.4477916693
275	0.4475206357
276	0.4473589658
277	0.4470184021
278	0.4465201341
279	0.4460856858
280	0.4458179687
281	0.4456072735
282	0.4454235184
283	0.4451488529
284	0.4448927102
285	0.4445850318
286	0.4443059075
287	0.4439621209
288	0.4436790577
289	0.4434282108
290	0.4431451633
291	0.4429549837
292	0.4426635709
293	0.4425237627
294	0.4423002746
295	0.4421342442
296	0.4418506106
297	0.4416790347
298	0.4413901195
299	0.4410502344
300	0.4406665197
301	0.4403857213
302	0.4401571039
303	0.4399668735
304	0.4398714607
305	0.4396250904
306	0.4392906299
307	0.4387978131
308	0.4384316067
309	0.4382321319
310	0.4379943471
311	0.4378351315
312	0.4376010335
313	0.4374010865
314	0.4371384027
315	0.4368218302
316	0.4365748273
317	0.4363720841
318	0.4360761154
319	0.4358338758
320	0.4356949179
321	0.4354134474
322	0.4350491122
323	0.4347762341
324	0.4345005376
325	0.4342626708
326	0.4337687524
327	0.4334901356
328	0.4333229892
329	0.4330956736
330	0.4328012709
331	0.4325682476
332	0.4323129237
333	0.4321258818
334	0.4319074366
335	0.4316536844
336	0.4314581886
337	0.4312503616
338	0.431103729
339	0.4308152159
340	0.4305067743
341	0.4302710853
342	0.4300918235
343	0.4299359811
344	0.4295302276
345	0.4290774228
346	0.4286841104
347	0.4284314696
348	0.4282085159
349	0.4278047134
350	0.4275482007
351	0.4272713119
352	0.4270960632
353	0.4267603021
354	0.4265301008
355	0.4263996371
356	0.4261478887
357	0.4257670194
358	0.4255604022
359	0.4252633389
360	0.4250838786
361	0.4248249872
362	0.4245944802
363	0.4243770829
364	0.4240893128
365	0.4239318674
366	0.4237069116
367	0.4234691575
368	0.4233463181
369	0.4231732609
370	0.4229305783
371	0.4227596362
372	0.4225703837
373	0.4223450427
374	0.4220691489
375	0.4217583541
376	0.4216083118
377	0.421376741
378	0.4212307143
379	0.4209508428
380	0.4208171589
381	0.4205792397
382	0.4204232699
383	0.4202883027
384	0.4199757809
385	0.4197507098
386	0.4195618794
387	0.4193191647
388	0.4190573809
389	0.418893567
390	0.418732333
391	0.418442442
392	0.4182395436
393	0.4180588345
394	0.4178021965
395	0.4175114845
396	0.4174137412
397	0.417091624
398	0.4169252245
399	0.416807969
400	0.4164618152
401	0.4161268545
402	0.4160290034
403	0.4159426995
404	0.4156546195
405	0.4155664527
406	0.4153747387
407	0.4152818017
408	0.415137682
409	0.4150436972
410	0.4146984097
411	0.4144776863
412	0.4142001071
413	0.4139824584
414	0.4136540107
415	0.4134674911
416	0.4131666671
417	0.4130375443
418	0.4127809977
419	0.4126276645
420	0.4125247683
421	0.4122942171
422	0.412093773
423	0.4119662818
424	0.4116435919
425	0.4114713861
426	0.4112505705
427	0.411083338
428	0.4108606452
429	0.410615822
430	0.4104087921
431	0.4102222982
432	0.4100310189
433	0.409841381
434	0.409600545
435	0.4093163153
436	0.4091432889
437	0.4090285011
438	0.408824684
439	0.408577878
440	0.4082945396
441	0.4081430198
442	0.4079185209
443	0.4077083535
444	0.4074982119
445	0.4072813026
446	0.4070460862
447	0.4069109226
448	0.40675231
449	0.4065027978
450	0.4062306228
451	0.4060125581
452	0.4058145923
453	0.4056487156
454	0.4053247754
455	0.4049994164
456	0.4048802812
457	0.4047217964
458	0.4043667984
459	0.4041954129
460	0.4038802869
461	0.4036362176
462	0.4033675716
463	0.4030126161
464	0.4028040033
465	0.4025517594
466	0.4024264452
467	0.4021156832
468	0.4020136228
469	0.4017514547
470	0.401608063
471	0.4015258679
472	0.4013349973
473	0.4010403637
474	0.4009234155
475	0.4006440417
476	0.400509377
477	0.4002736142
478	0.4001595484
479	0.3999446036
480	0.3998520986
481	0.3996691786
482	0.3995327437
483	0.3993622017
484	0.3991717523
485	0.3989418953
486	0.3988228242
487	0.3985588544
488	0.3983978078
489	0.3981360532
490	0.3979909625
491	0.3978792131
492	0.3977150255
493	0.3975890546
494	0.3974349057
495	0.3972494895
496	0.3971510871
497	0.3968845947
498	0.3967381188
499	0.3965685114
500	0.3964496121
501	0.3963030057
502	0.3961546945
503	0.3960661158
504	0.3958307199
505	0.3955951976
506	0.3953889075
507	0.395246668
508	0.3951031147
509	0.394942031
510	0.3948177506
511	0.3946249764
512	0.3944171575
513	0.3943422155
514	0.3941576941
515	0.3940258496
516	0.3938616176
517	0.3936947063
518	0.3933378022
519	0.3931161252
520	0.3929680224
521	0.3928504303
522	0.3926087854
523	0.3924318302
524	0.3922278698
525	0.391922037
526	0.3917935225
527	0.3915797151
528	0.3913745608
529	0.391181203
530	0.3909888945
531	0.3907574059
532	0.3905926103
533	0.3903042082
534	0.3900544761
535	0.3897970121
536	0.3896262208
537	0.3893494424
538	0.3892366324
539	0.389073509
540	0.3889801551
541	0.3888206095
542	0.3885955943
543	0.3884465728
544	0.3881107421
545	0.3879508904
546	0.387881631
547	0.3876997962
548	0.3875920918
549	0.3874370213
550	0.3873076291
551	0.3872192678
552	0.3871242563
553	0.3868800049
554	0.3866642827
555	0.3865526959
556	0.3863444319
557	0.386105036
558	0.3860095201
559	0.3858409493
560	0.385701987
561	0.3854838044
562	0.385308124
563	0.3852436497
564	0.3850504938
565	0.3848125751
566	0.3845792864
567	0.3843796269
568	0.3842524971
569	0.3841069842
570	0.384002114
571	0.3837566584
572	0.3836156347
573	0.3834579348
574	0.3832731888
575	0.3831079191
576	0.3829750904
577	0.3828827312
578	0.3827785687
579	0.3825769123
580	0.3824607831
581	0.3822755147
582	0.3821753311
583	0.3819778239
584	0.3818814317
585	0.3817805809
586	0.3815896232
587	0.3814385558
588	0.3811927776
589	0.3810097436
590	0.3808456461
591	0.3807170005
592	0.3805402253
593	0.3804807066
594	0.3803595288
595	0.380211631
596	0.3799602856
597	0.3797547552
598	0.3797144071
599	0.379455066
600	0.3792114238
601	0.3791112972
602	0.3789223753
603	0.3787076741
604	0.3785695661
605	0.3783989164
606	0.3782223604
607	0.3781363674
608	0.3780205409
609	0.3779166642
610	0.3778825418
611	0.3777260817
612	0.3774928716
613	0.3773089734
614	0.3771172279
615	0.3769424017
616	0.376876156
617	0.3767905
618	0.3766419692
619	0.3765261232
620	0.3763890485
621	0.3763063218
622	0.3761999229
623	0.3760866147
624	0.3759154629
625	0.3758195557
626	0.3756144003
627	0.3754182034
628	0.3752564736
629	0.3751050744
630	0.3749660152
631	0.3748789866
632	0.3746065415
633	0.3744396688
634	0.3743517359
635	0.3741598751
636	0.3740540315
637	0.3738783247
638	0.3737387382
639	0.3736450862
640	0.3734515445
641	0.3733374565
642	0.3729514878
643	0.3728222874
644	0.3726494234
645	0.3725490914
646	0.3724380071
647	0.3722668344
648	0.3721655069
649	0.3720049356
650	0.3718586575
651	0.3717992134
652	0.3717101314
653	0.371608567
654	0.3714965018
655	0.3714317961
656	0.3712884015
657	0.3711481868
658	0.3709587916
659	0.3707421632
660	0.3706005637
661	0.3705365137
662	0.3704853663
663	0.3703383618
664	0.3702977488
665	0.3701591057
666	0.3700771061
667	0.3699594281
668	0.3697558699
669	0.369592336
670	0.3695012608
671	0.3694464541
672	0.369378923
673	0.3692296174
674	0.3690182296
675	0.3686899509
676	0.3684926167
677	0.3684221044
678	0.3681952973
679	0.368082224
680	0.3679656814
681	0.3677560303
682	0.3676468216
683	0.3675595693
684	0.3673871217
685	0.3672959319
686	0.3672417043
687	0.3671048452
688	0.3669514558
689	0.3668465013
690	0.3667212698
691	0.3666213598
692	0.3665078524
693	0.3664316686
694	0.3663435932
695	0.3661781185
696	0.3660771887
697	0.3658330737
698	0.3657015923
699	0.365474574
700	0.3653929082
701	0.3652546527
702	0.3651726983
703	0.3650967843
704	0.3650270952
705	0.3649962317
706	0.3648415753
707	0.3647370226
708	0.3646142178
709	0.3644461724
710	0.3642856498
711	0.3641279117
712	0.36399705
713	0.3638626732
714	0.3637746395
715	0.3636329059
716	0.3635591666
717	0.363368135
718	0.3632554066
719	0.363213395
720	0.3631164495
721	0.362925547
722	0.3627680341
723	0.3626852324
724	0.362484902
725	0.3624272932
726	0.3623611511
727	0.3622462619
728	0.3621424883
729	0.3620273403
730	0.36191033
731	0.361807724
732	0.3616529452
733	0.3615067383
734	0.361409056
735	0.3612486107
736	0.3611823746
737	0.3610331266
738	0.3609438802
739	0.360792891
740	0.3606533704
741	0.3604872846
742	0.3603542366
743	0.3601066032
744	0.3599259797
745	0.3598802768
746	0.359651798
747	0.3595296586
748	0.3593672928
749	0.359232832
750	0.3591055714
751	0.358991568
752	0.3588354642
753	0.358697431
754	0.358598539
755	0.3584900899
756	0.3583712441
757	0.3582610501
758	0.358197563
759	0.3580381948
760	0.3579454702
761	0.3578205622
762	0.3576758098
763	0.3575490378
764	0.3573711795
765	0.3572092312
766	0.3570585735
767	0.3569906357
768	0.3569177029
769	0.3567545005
770	0.3566282423
771	0.3565009825
772	0.3563239919
773	0.3562264047
774	0.3560848868
775	0.35597217
776	0.3558475294
777	0.3557618611
778	0.3556039399
779	0.3555036516
780	0.3553585669
781	0.3552052387
782	0.3551116097
783	0.3550115072
784	0.3548187995
785	0.3546595936
786	0.3544916111
787	0.3543756978
788	0.3543116881
789	0.3541849913
790	0.3540095188
791	0.3539270915
792	0.353750747
793	0.3536950343
794	0.3535654559
795	0.353508391
796	0.3533769186
797	0.3532662193
798	0.3531570327
799	0.3529736198
800	0.3529062036
801	0.3527628965
802	0.3525777132
803	0.3524388973
804	0.3523062961
805	0.3521427858
806	0.3520477743
807	0.3519491998
808	0.3517742048
809	0.3516445672
810	0.3515548219
811	0.3514292569
812	0.3513115323
813	0.3511981045
814	0.3510427522
815	0.3509329795
816	0.3508668281
817	0.3507405859
818	0.3506912235
819	0.3505004073
820	0.3503568644
821	0.3502560464
822	0.3501489835
823	0.3500189425
824	0.3499286322
825	0.3498495153
826	0.3496987443
827	0.349575701
828	0.3495071464
829	0.349419891
830	0.3492090269
831	0.3491318489
832	0.349058551
833	0.3489825189
834	0.3488623477
835	0.3487638051
836	0.348645146
837	0.3485630582
838	0.3484956733
839	0.3484256626
840	0.3483388124
841	0.3482869068
842	0.3481790192
843	0.3480039467
844	0.347888261
845	0.3477602174
846	0.3476808054
847	0.3475028393
848	0.3473525316
849	0.3472558158
850	0.3471426714
851	0.347031606
852	0.3469555277
853	0.3468564967
854	0.3467128834
855	0.3466461093
856	0.3464750678
857	0.3462653147
858	0.3460901047
859	0.3460517879
860	0.3459745659
861	0.3458435341
862	0.3457063699
863	0.3456175998
864	0.3455008383
865	0.3454001191
866	0.3452575573
867	0.3451593656
868	0.3450415766
869	0.3449460448
870	0.3448256759
871	0.3447589587
872	0.344699964
873	0.3446082569
874	0.344479673
875	0.3443910864
876	0.3443200956
877	0.3442240224
878	0.3440964238
879	0.3440292028
880	0.343900269
881	0.3438018478
882	0.3436665491
883	0.3434716074
884	0.3433828623
885	0.3432885391
886	0.3432028142
887	0.3431233818
888	0.3430045735
889	0.342877597
890	0.3427116684
891	0.3425934769
892	0.3424573556
893	0.3423639099
894	0.3422506057
895	0.3421843974
896	0.3420846337
897	0.3419935997
898	0.3418781102
899	0.3417766058
900	0.3416615173
901	0.3415468255
902	0.3414814097
903	0.3413540973
904	0.3413058142
905	0.3411940811
906	0.3411021928
907	0.3409970084
908	0.3409102499
909	0.3408138608
910	0.3406073244
911	0.3405075123
912	0.3403445638
913	0.340117343
914	0.3400241472
915	0.3399176593
916	0.3398445447
917	0.3396909104
918	0.3396105293
919	0.339460564
920	0.3393234974
921	0.3393010359
922	0.3391928661
923	0.3390944804
924	0.3390239427
925	0.3389562067
926	0.338876285
927	0.3387763126
928	0.3386972845
929	0.3386143245
930	0.3385349674
931	0.3384807872
932	0.3383976397
933	0.3383070611
934	0.3381837577
935	0.3380215477
936	0.3378835675
937	0.3378224571
938	0.33776364
939	0.3377056942
940	0.3375518219
941	0.3374875354
942	0.3374139681
943	0.3373032425
944	0.3372366968
945	0.3371685902
946	0.3370316167
947	0.3369053367
948	0.336728024
949	0.3366614667
950	0.3365936188
951	0.3365068595
952	0.3364060329
953	0.3363217595
954	0.3362660291
955	0.3361578252
956	0.3360546538
957	0.3359464953
958	0.3358555965
959	0.3357781095
960	0.3356935855
961	0.3356230728
962	0.3355644691
963	0.3355065514
964	0.3354663806
965	0.3352978585
966	0.335174573
967	0.3350685613
968	0.3350074659
969	0.3349383259
970	0.3348889468
971	0.3347434751
972	0.3346503553
973	0.3346029146
974	0.334505718
975	0.3344440541
976	0.3342695274
977	0.3341568282
978	0.3340333118
979	0.3338971112
980	0.3337701237
981	0.3336953751
982	0.3335575969
983	0.3334429395
984	0.3333110833
985	0.3331581057
986	0.3330795736
987	0.3329606205
988	0.3328082481
989	0.332706822
990	0.3326133954
991	0.3324567613
992	0.3323413902
993	0.3322727802
994	0.3321636797
995	0.3321212582
996	0.3319907579
997	0.3318487797
998	0.3317850081
999	0.331644102
